6443
ACADVL	202.142	218.822	199.142	172.348	83.725	93.189	75.394	122.323	129.943	120.7	69.24	67.745	71.631	63.33	60.539	51.608	51.146	105.072	99.852	114.719	105.046	153.684	146.231	146.305	108.357	126.57	134.384	128.918
ACAP2	34.02	26.49	25.33	28.85	28.659	20.877	26.405	39.136	32.569	35.197	36.619	32.174	29.598	29.074	28.553	26.825	25.144	32.172	25.322	39.297	25.457	18.243	22.075	25.006	20.724	21.607	18.804	20.467
ACAP3	2.364	2.975	3.593	1.805	25.537	24.464	25.422	31.663	30.846	34.328	5.681	6.299	8.166	8.5	13.381	11.46	14.423	21.183	15.48	29.64	19.795	9.853	9.928	10.452	6.464	14.963	17.56	16.819
ACAT1	89.164	209.475	217.401	71.044	93.944	87.302	87.988	75.011	79.812	80.993	162.645	145.712	141.459	139.959	151.765	116.0	93.745	62.124	62.258	55.384	59.478	35.942	37.737	41.123	108.218	111.416	106.517	117.689
ACAT2	122.399	56.394	86.969	32.648	428.401	352.797	404.146	87.348	83.21	89.786	133.852	128.786	174.971	163.873	282.745	202.993	159.376	21.957	21.306	24.631	20.049	155.958	168.181	177.522	256.569	296.275	293.62	290.725
ACBD3	13.15	13.038	14.525	8.575	51.592	45.921	53.237	48.626	45.906	48.525	25.692	23.645	28.752	23.145	134.727	133.052	108.258	53.297	47.822	56.838	49.236	46.959	47.966	49.283	42.805	82.194	78.902	77.754
ACBD4	1.437	2.17	1.586	1.275	12.438	16.372	11.309	4.009	3.626	3.854	7.529	6.567	6.66	7.425	4.982	4.673	7.929	1.65	1.701	2.277	2.051	9.598	10.067	8.665	5.733	19.958	21.937	21.034
ACBD5	67.131	44.898	49.732	41.091	36.033	24.549	32.312	26.978	22.76	26.128	18.704	17.111	15.006	15.688	44.982	39.8	35.17	21.176	19.163	27.647	17.495	8.185	10.34	11.349	4.501	20.34	17.246	18.356
ACBD6	7.579	15.864	13.899	8.141	17.315	36.208	30.425	12.374	12.647	12.16	57.051	57.646	43.751	46.761	17.329	20.446	16.678	15.588	16.43	17.388	16.898	77.966	77.85	72.255	53.9	51.99	55.176	55.631
ACD	13.371	17.835	15.949	12.817	58.524	65.243	55.895	13.079	13.771	13.96	40.435	41.49	41.061	37.703	21.418	21.535	21.455	4.802	3.997	4.011	4.627	38.509	34.645	33.139	36.551	10.622	8.754	10.888
ACER3	21.581	11.632	9.026	14.966	28.7	20.859	24.348	14.721	13.211	13.735	10.58	9.293	10.192	9.573	34.27	36.205	30.594	19.346	20.277	19.608	19.674	10.044	11.384	10.554	71.122	6.015	5.446	5.638
ACIN1	21.783	23.566	25.444	22.031	58.798	89.564	68.819	41.839	36.188	43.087	51.933	53.648	54.819	51.079	33.756	31.836	44.879	30.31	19.239	55.659	27.455	45.293	45.427	45.164	80.354	97.416	96.674	101.093
ACLY	209.727	172.336	205.386	127.715	239.314	272.275	235.66	219.49	198.077	206.76	221.261	238.973	382.691	313.415	203.613	181.389	147.938	43.817	29.887	45.231	35.701	144.069	143.703	148.672	227.326	237.903	241.615	234.664
ACO1	81.113	88.659	89.987	86.102	51.312	52.036	54.956	46.284	46.86	45.656	63.145	67.529	68.602	58.869	101.041	82.562	72.733	46.92	44.088	52.024	42.699	52.153	55.734	56.149	251.995	88.281	86.28	84.637
ACO2	27.738	15.758	23.607	24.125	249.972	360.708	306.531	84.078	84.099	83.885	125.282	140.757	155.187	122.966	138.022	118.187	119.629	18.998	17.64	18.978	17.966	101.154	101.797	92.122	224.387	163.918	175.064	164.489
